"";"bfhnr";"lfdnr";"ort";"bart";"schi";"bhd";"hori";"azi";"hoehe";"alter";"roid";"fadd"
"7748";130026;1;9;"RBu";0;14;NA;NA;NA;74;7748;2013-06-19 10:11:40
"7749";130026;2;9;"GKi";0;33;NA;NA;NA;74;7749;2013-06-19 10:11:40
"7750";130026;3;9;"GKi";0;31;NA;NA;24,5;74;7750;2013-06-19 10:11:40
"7751";130026;4;9;"GKi";0;24;NA;NA;NA;74;7751;2013-06-19 10:11:40
"7752";130026;5;9;"RBu";0;14;NA;NA;11;74;7752;2013-06-19 10:11:40
"7753";130026;6;9;"RBu";0;16;NA;NA;NA;74;7753;2013-06-19 10:11:40
"7754";130026;7;9;"RBu";0;8;NA;NA;NA;74;7754;2013-06-19 10:11:40
"7755";130026;8;9;"GKi";0;23;NA;NA;NA;74;7755;2013-06-19 10:11:40
"7756";130026;9;9;"GKi";0;42;NA;NA;NA;74;7756;2013-06-19 10:11:40
"7757";130026;10;9;"RBu";0;20;NA;NA;NA;74;7757;2013-06-19 10:11:40
"7758";130026;11;9;"GKi";0;36;NA;NA;NA;74;7758;2013-06-19 10:11:40
"7759";130026;12;9;"GKi";0;25;NA;NA;NA;74;7759;2013-06-19 10:11:40
"7760";130026;13;9;"RBu";0;13;NA;NA;14;74;7760;2013-06-19 10:11:40
"7761";130026;14;9;"GKi";0;22;NA;NA;NA;74;7761;2013-06-19 10:11:40
"7762";130026;15;9;"GKi";0;25;NA;NA;NA;74;7762;2013-06-19 10:11:40
"7763";130026;16;9;"RBu";0;17;NA;NA;NA;74;7763;2013-06-19 10:11:40
"7764";130026;17;9;"RBu";0;13;NA;NA;NA;74;7764;2013-06-19 10:11:40
"7765";130026;18;9;"GKi";0;22;NA;NA;NA;74;7765;2013-06-19 10:11:40
"7766";130026;19;9;"GKi";0;23;NA;NA;NA;74;7766;2013-06-19 10:11:40
"7767";130026;20;9;"Hbu";0;16;NA;NA;NA;74;7767;2013-06-19 10:11:40
"7768";130026;21;9;"GKi";0;11;NA;NA;NA;74;7768;2013-06-19 10:11:40
"7769";130026;22;9;"RBu";0;17;NA;NA;NA;74;7769;2013-06-19 10:11:40
"7770";130026;23;9;"GKi";0;32;NA;NA;NA;74;7770;2013-06-19 10:11:40
"7771";130026;24;9;"GKi";0;27;NA;NA;NA;74;7771;2013-06-19 10:11:40
"7772";130026;25;9;"GKi";0;26;NA;NA;NA;74;7772;2013-06-19 10:11:40
"7773";130026;26;9;"GKi";0;32;NA;NA;NA;74;7773;2013-06-19 10:11:40
"7774";130026;27;9;"GKi";0;30;NA;NA;27,5;74;7774;2013-06-19 10:11:40
"7775";130026;28;9;"GKi";0;33;NA;NA;NA;74;7775;2013-06-19 10:11:40
"7776";130026;29;9;"RBu";0;19;NA;NA;NA;74;7776;2013-06-19 10:11:40
"7777";130027;1;9;"RBu";2;19;NA;NA;NA;88;7777;2013-06-19 10:11:40
"7778";130027;2;9;"RBu";2;17;NA;NA;NA;88;7778;2013-06-19 10:11:40
"7779";130027;3;9;"RBu";2;12;NA;NA;9,5;88;7779;2013-06-19 10:11:40
"7780";130027;4;9;"RBu";2;20;NA;NA;NA;88;7780;2013-06-19 10:11:40
"7781";130027;5;9;"Vbe";2;14;NA;NA;10;88;7781;2013-06-19 10:11:40
"7782";130027;6;9;"Vbe";2;11;NA;NA;NA;88;7782;2013-06-19 10:11:40
"7783";130027;7;9;"RBu";2;17;NA;NA;11,5;88;7783;2013-06-19 10:11:40
"7784";130027;8;9;"RBu";2;9;NA;NA;NA;88;7784;2013-06-19 10:11:40
"7785";130027;9;9;"GFi";2;22;NA;NA;14;88;7785;2013-06-19 10:11:40
"7786";130027;10;9;"SBi";2;9;NA;NA;NA;88;7786;2013-06-19 10:11:40
"7787";130027;11;9;"RBu";2;11;NA;NA;NA;88;7787;2013-06-19 10:11:40
"7788";130027;12;9;"RBu";2;14;NA;NA;NA;88;7788;2013-06-19 10:11:40
"7789";130027;13;9;"RBu";2;13;NA;NA;NA;88;7789;2013-06-19 10:11:40
"7790";130027;14;9;"SBi";2;16;NA;NA;11;88;7790;2013-06-19 10:11:40
"7791";130027;15;9;"RBu";2;25;NA;NA;NA;88;7791;2013-06-19 10:11:40
"7792";130027;16;9;"RBu";2;15;NA;NA;NA;88;7792;2013-06-19 10:11:40
"7793";130027;17;9;"RBu";2;8;NA;NA;NA;88;7793;2013-06-19 10:11:40
"7794";130027;18;9;"GKi";1;33;NA;NA;NA;88;7794;2013-06-19 10:11:40
"7795";130027;19;9;"GKi";1;38;NA;NA;29;88;7795;2013-06-19 10:11:40
"7796";130027;20;9;"GKi";1;46;NA;NA;NA;88;7796;2013-06-19 10:11:40
"7797";130027;21;9;"GKi";1;46;NA;NA;NA;88;7797;2013-06-19 10:11:40
"7798";130027;22;9;"GKi";1;31;NA;NA;NA;88;7798;2013-06-19 10:11:40
"7799";130027;23;9;"GKi";1;30;NA;NA;NA;88;7799;2013-06-19 10:11:40
"7800";130027;24;9;"GKi";1;24;NA;NA;NA;88;7800;2013-06-19 10:11:40
"7801";130027;25;9;"GKi";1;40;NA;NA;NA;88;7801;2013-06-19 10:11:40
"7802";130027;26;9;"GKi";1;38;NA;NA;28,5;88;7802;2013-06-19 10:11:40
"7803";130028;1;9;"GKi";0;38;NA;NA;NA;80;7803;2013-06-19 10:11:40
"7804";130028;2;9;"GKi";0;32;NA;NA;27,5;80;7804;2013-06-19 10:11:40
"7805";130028;3;9;"GKi";0;44;NA;NA;NA;80;7805;2013-06-19 10:11:40
"7806";130028;4;9;"SBi";0;11;NA;NA;NA;80;7806;2013-06-19 10:11:40
"7807";130028;5;9;"GKi";0;30;NA;NA;NA;80;7807;2013-06-19 10:11:40
"7808";130028;6;9;"GKi";0;45;NA;NA;NA;80;7808;2013-06-19 10:11:40
"7809";130028;7;9;"GKi";0;32;NA;NA;NA;80;7809;2013-06-19 10:11:40
"7810";130028;8;9;"SBi";0;16;NA;NA;NA;80;7810;2013-06-19 10:11:40
"7811";130028;9;9;"GKi";0;30;NA;NA;NA;80;7811;2013-06-19 10:11:40
"7812";130028;10;9;"SBi";0;14;NA;NA;NA;80;7812;2013-06-19 10:11:40
"7813";130028;11;9;"GKi";0;21;NA;NA;NA;80;7813;2013-06-19 10:11:40
"7814";130028;12;9;"GKi";0;20;NA;NA;NA;80;7814;2013-06-19 10:11:40
"7815";130028;13;9;"GKi";0;18;NA;NA;NA;80;7815;2013-06-19 10:11:40
"7816";130028;14;9;"GKi";0;38;NA;NA;NA;80;7816;2013-06-19 10:11:40
"7817";130028;15;9;"SEi";0;10;NA;NA;NA;80;7817;2013-06-19 10:11:40
"7818";130028;16;9;"GKi";0;34;NA;NA;27,5;80;7818;2013-06-19 10:11:40
"7819";130028;17;9;"GKi";0;25;NA;NA;NA;80;7819;2013-06-19 10:11:40
"7820";130028;18;9;"GKi";0;29;NA;NA;NA;80;7820;2013-06-19 10:11:40
"7821";130028;19;9;"SBi";0;12;NA;NA;14;80;7821;2013-06-19 10:11:40
"7822";130028;20;9;"GKi";0;32;NA;NA;NA;80;7822;2013-06-19 10:11:40
"7823";130028;21;9;"GKi";0;44;NA;NA;NA;80;7823;2013-06-19 10:11:40
"7824";130028;22;9;"SBi";0;12;NA;NA;16;80;7824;2013-06-19 10:11:40
"7825";130028;23;9;"GKi";0;26;NA;NA;NA;80;7825;2013-06-19 10:11:40
"7826";130028;24;9;"GKi";0;32;NA;NA;NA;80;7826;2013-06-19 10:11:40
"7827";130028;25;9;"GKi";0;34;NA;NA;NA;80;7827;2013-06-19 10:11:40
"7828";130028;26;9;"SBi";0;9;NA;NA;NA;80;7828;2013-06-19 10:11:40
"7829";130028;27;9;"SBi";0;13;NA;NA;14,5;80;7829;2013-06-19 10:11:40
"7830";130028;28;9;"SEi";0;13;NA;NA;NA;80;7830;2013-06-19 10:11:40
"7831";130028;29;9;"SBi";0;13;NA;NA;NA;80;7831;2013-06-19 10:11:40
"7832";130028;30;9;"SBi";0;9;NA;NA;NA;80;7832;2013-06-19 10:11:40
"7833";130028;31;9;"GKi";0;38;NA;NA;NA;80;7833;2013-06-19 10:11:40
"7834";130028;32;9;"GKi";0;31;NA;NA;NA;80;7834;2013-06-19 10:11:40
"7835";130028;33;9;"SBi";0;10;NA;NA;NA;80;7835;2013-06-19 10:11:40
"7836";130028;34;9;"SBi";0;13;NA;NA;NA;80;7836;2013-06-19 10:11:40
"7837";130028;35;9;"Vbe";0;12;NA;NA;NA;80;7837;2013-06-19 10:11:40
"7838";130028;36;9;"sLb";0;13;NA;NA;NA;80;7838;2013-06-19 10:11:40
"7839";130028;37;9;"SBi";0;11;NA;NA;NA;80;7839;2013-06-19 10:11:40
"7840";130028;38;9;"SBi";0;14;NA;NA;NA;80;7840;2013-06-19 10:11:40
"7841";130028;39;9;"GKi";0;28;NA;NA;NA;80;7841;2013-06-19 10:11:40
"7842";130028;40;9;"SBi";0;10;NA;NA;NA;80;7842;2013-06-19 10:11:40
"7843";130028;41;9;"GKi";0;37;NA;NA;NA;80;7843;2013-06-19 10:11:40
"7844";130028;42;9;"GKi";0;18;NA;NA;NA;80;7844;2013-06-19 10:11:40
"7845";130028;43;9;"Vbe";0;13;NA;NA;NA;80;7845;2013-06-19 10:11:40
"7846";130028;44;9;"SBi";0;12;NA;NA;NA;80;7846;2013-06-19 10:11:40
"7847";130028;45;9;"RBu";0;14;NA;NA;NA;80;7847;2013-06-19 10:11:40
"7848";130028;46;9;"GKi";0;37;NA;NA;NA;80;7848;2013-06-19 10:11:40
"7849";130028;47;9;"GKi";0;28;NA;NA;NA;80;7849;2013-06-19 10:11:40
"7850";130028;48;9;"GKi";0;29;NA;NA;NA;80;7850;2013-06-19 10:11:40
"7851";130028;49;9;"SBi";0;16;NA;NA;NA;80;7851;2013-06-19 10:11:40
"7852";130028;50;9;"SBi";0;12;NA;NA;NA;80;7852;2013-06-19 10:11:40
"7853";130028;51;9;"GKi";0;37;NA;NA;NA;80;7853;2013-06-19 10:11:40
"7854";130029;1;9;"GKi";0;9;NA;NA;NA;31;7854;2013-06-19 10:11:40
"7855";130029;2;9;"GKi";0;11;NA;NA;NA;31;7855;2013-06-19 10:11:40
"7856";130029;3;9;"GKi";0;18;NA;NA;NA;31;7856;2013-06-19 10:11:40
"7857";130029;4;9;"GKi";0;11;NA;NA;NA;31;7857;2013-06-19 10:11:40
"7858";130029;5;9;"GKi";0;13;NA;NA;16;31;7858;2013-06-19 10:11:40
"7859";130029;6;9;"GKi";0;17;NA;NA;NA;31;7859;2013-06-19 10:11:40
"7860";130029;7;9;"GKi";0;14;NA;NA;NA;31;7860;2013-06-19 10:11:40
"7861";130029;8;9;"GKi";0;12;NA;NA;NA;31;7861;2013-06-19 10:11:40
"7862";130029;9;9;"GKi";0;18;NA;NA;14,5;31;7862;2013-06-19 10:11:40
"7863";130029;10;9;"GKi";0;12;NA;NA;NA;31;7863;2013-06-19 10:11:40
"7864";130029;11;9;"GKi";0;11;NA;NA;NA;31;7864;2013-06-19 10:11:40
"7865";130029;12;9;"GKi";0;13;NA;NA;NA;31;7865;2013-06-19 10:11:40
"7866";130029;13;9;"GKi";0;16;NA;NA;NA;31;7866;2013-06-19 10:11:40
"7867";130029;14;9;"GKi";0;16;NA;NA;NA;31;7867;2013-06-19 10:11:40
"7868";130029;15;9;"GKi";0;14;NA;NA;NA;31;7868;2013-06-19 10:11:40
"7869";130029;16;9;"GKi";0;16;NA;NA;NA;31;7869;2013-06-19 10:11:40
"7870";130029;17;9;"GKi";0;10;NA;NA;NA;31;7870;2013-06-19 10:11:40
"7871";130029;18;9;"GKi";0;12;NA;NA;NA;31;7871;2013-06-19 10:11:40
"7872";130029;19;9;"GKi";0;11;NA;NA;NA;31;7872;2013-06-19 10:11:40
"7873";130029;20;9;"GKi";0;13;NA;NA;NA;31;7873;2013-06-19 10:11:40
"7874";130029;21;9;"GKi";0;19;NA;NA;15;31;7874;2013-06-19 10:11:40
"7875";130029;22;9;"GKi";0;9;NA;NA;NA;31;7875;2013-06-19 10:11:40
"7876";130029;23;9;"GKi";0;18;NA;NA;NA;31;7876;2013-06-19 10:11:40
"7877";130029;24;9;"GKi";0;11;NA;NA;NA;31;7877;2013-06-19 10:11:40
"7878";130029;25;9;"GKi";0;13;NA;NA;NA;31;7878;2013-06-19 10:11:40
"7879";130029;26;9;"GKi";0;11;NA;NA;NA;31;7879;2013-06-19 10:11:40
"7880";130029;27;9;"GKi";0;15;NA;NA;NA;31;7880;2013-06-19 10:11:40
"7881";130029;28;9;"GKi";0;18;NA;NA;NA;31;7881;2013-06-19 10:11:40
"7882";130029;29;9;"GKi";0;24;NA;NA;NA;31;7882;2013-06-19 10:11:40
"7883";130029;30;9;"GKi";0;9;NA;NA;NA;31;7883;2013-06-19 10:11:40
"7884";130032;1;9;"RBu";2;18;NA;NA;NA;113;7884;2013-06-19 10:11:40
"7885";130032;2;9;"GKi";1;51;NA;NA;NA;113;7885;2013-06-19 10:11:40
"7886";130032;3;9;"GKi";1;48;NA;NA;30;113;7886;2013-06-19 10:11:40
"7887";130032;4;9;"RBu";2;18;NA;NA;NA;113;7887;2013-06-19 10:11:40
"7888";130032;5;9;"RBu";1;73;NA;NA;NA;113;7888;2013-06-19 10:11:40
"7889";130032;6;9;"RBu";1;18;NA;NA;NA;113;7889;2013-06-19 10:11:40
"7890";130032;7;9;"RBu";1;25;NA;NA;NA;113;7890;2013-06-19 10:11:40
"7891";130032;8;9;"RBu";2;14;NA;NA;NA;113;7891;2013-06-19 10:11:40
"7892";130032;9;9;"RBu";1;40;NA;NA;NA;113;7892;2013-06-19 10:11:40
"7893";130032;10;9;"RBu";1;31;NA;NA;NA;113;7893;2013-06-19 10:11:40
"7894";130032;11;9;"RBu";2;19;NA;NA;NA;113;7894;2013-06-19 10:11:40
"7895";130032;12;9;"RBu";2;21;NA;NA;NA;113;7895;2013-06-19 10:11:40
"7896";130032;13;9;"GKi";1;49;NA;NA;NA;113;7896;2013-06-19 10:11:40
"7897";130032;14;9;"GKi";1;60;NA;NA;NA;113;7897;2013-06-19 10:11:40
"7898";130032;15;9;"RBu";2;14;NA;NA;NA;113;7898;2013-06-19 10:11:40
"7899";130032;16;9;"RBu";2;17;NA;NA;NA;113;7899;2013-06-19 10:11:40
"7900";130032;17;9;"RBu";1;73;NA;NA;30,5;113;7900;2013-06-19 10:11:40
"7901";130032;18;9;"GFi";1;20;NA;NA;NA;113;7901;2013-06-19 10:11:40
"7902";130032;19;9;"SEi";1;48;NA;NA;26;113;7902;2013-06-19 10:11:40
"7903";130032;20;9;"RBu";2;27;NA;NA;NA;113;7903;2013-06-19 10:11:40
"7904";130032;21;9;"GFi";2;27;NA;NA;NA;113;7904;2013-06-19 10:11:40
"7905";130032;22;9;"RBu";2;16;NA;NA;NA;113;7905;2013-06-19 10:11:40
"7906";130032;23;9;"RBu";1;23;NA;NA;NA;113;7906;2013-06-19 10:11:40
"7907";130032;24;9;"GKi";1;45;NA;NA;NA;113;7907;2013-06-19 10:11:40
"7908";130032;25;9;"RBu";1;24;NA;NA;NA;113;7908;2013-06-19 10:11:40
"7909";130032;26;9;"RBu";1;30;NA;NA;NA;113;7909;2013-06-19 10:11:40
"7910";130032;27;9;"RBu";1;30;NA;NA;NA;113;7910;2013-06-19 10:11:40
"7911";130032;28;9;"RBu";1;27;NA;NA;NA;113;7911;2013-06-19 10:11:40
"7912";130032;29;9;"RBu";2;17;NA;NA;NA;113;7912;2013-06-19 10:11:40
"7913";130032;30;9;"RBu";2;11;NA;NA;NA;113;7913;2013-06-19 10:11:40
"7914";130032;31;9;"RBu";2;13;NA;NA;NA;113;7914;2013-06-19 10:11:40
"7915";130032;32;9;"RBu";2;17;18;NA;NA;113;7915;2013-06-19 10:11:40
"7916";130032;33;9;"RBu";1;27;NA;NA;NA;113;7916;2013-06-19 10:11:40
"7917";130032;34;9;"GFi";1;46;26;NA;NA;113;7917;2013-06-19 10:11:40
"7918";130032;35;9;"GFi";1;51;NA;NA;NA;113;7918;2013-06-19 10:11:40
"7919";130032;36;9;"RBu";1;82;NA;NA;NA;113;7919;2013-06-19 10:11:40
"7920";130033;1;9;"GKi";0;24;NA;NA;NA;41;7920;2013-06-19 10:11:40
"7921";130033;2;9;"GKi";0;29;NA;NA;NA;41;7921;2013-06-19 10:11:40
"7922";130033;3;9;"GKi";0;22;NA;NA;NA;41;7922;2013-06-19 10:11:40
"7923";130033;4;9;"GKi";0;32;NA;NA;NA;41;7923;2013-06-19 10:11:40
"7924";130033;5;9;"GKi";0;22;NA;NA;NA;41;7924;2013-06-19 10:11:40
"7925";130033;6;9;"GKi";0;19;NA;NA;16,5;41;7925;2013-06-19 10:11:40
"7926";130033;7;9;"GKi";0;18;NA;NA;NA;41;7926;2013-06-19 10:11:40
"7927";130033;8;9;"GKi";0;18;NA;NA;NA;41;7927;2013-06-19 10:11:40
"7928";130033;9;9;"GKi";0;17;NA;NA;NA;41;7928;2013-06-19 10:11:40
"7929";130033;10;9;"GKi";0;15;NA;NA;NA;41;7929;2013-06-19 10:11:40
"7930";130033;11;9;"GKi";0;18;NA;NA;NA;41;7930;2013-06-19 10:11:40
"7931";130033;12;9;"GKi";0;18;NA;NA;NA;41;7931;2013-06-19 10:11:40
"7932";130033;13;9;"GKi";0;21;NA;NA;NA;41;7932;2013-06-19 10:11:40
"7933";130033;14;9;"GKi";0;12;NA;NA;NA;41;7933;2013-06-19 10:11:40
"7934";130033;15;9;"GKi";0;19;NA;NA;NA;41;7934;2013-06-19 10:11:40
"7935";130033;16;9;"GKi";0;19;NA;NA;NA;41;7935;2013-06-19 10:11:40
"7936";130033;17;9;"GKi";0;21;NA;NA;NA;41;7936;2013-06-19 10:11:40
"7937";130033;18;9;"GKi";0;20;NA;NA;NA;41;7937;2013-06-19 10:11:40
"7938";130033;19;9;"GKi";0;16;NA;NA;NA;41;7938;2013-06-19 10:11:40
"7939";130033;20;9;"GKi";0;17;NA;NA;NA;41;7939;2013-06-19 10:11:40
"7940";130033;21;9;"GKi";0;27;NA;NA;NA;41;7940;2013-06-19 10:11:40
"7941";130033;22;9;"GKi";0;29;NA;NA;NA;41;7941;2013-06-19 10:11:40
"7942";130033;23;9;"GKi";0;19;NA;NA;NA;41;7942;2013-06-19 10:11:40
"7943";130033;24;9;"GKi";0;23;NA;NA;NA;41;7943;2013-06-19 10:11:40
"7944";130033;25;9;"GKi";0;17;NA;NA;NA;41;7944;2013-06-19 10:11:40
"7945";130033;26;9;"GKi";0;25;NA;NA;NA;41;7945;2013-06-19 10:11:40
"7946";130033;27;9;"GKi";0;20;NA;NA;17;41;7946;2013-06-19 10:11:40
"7947";130033;28;9;"GKi";0;16;NA;NA;NA;41;7947;2013-06-19 10:11:40
"7948";130033;29;9;"GKi";0;21;NA;NA;NA;41;7948;2013-06-19 10:11:40
"7949";130033;30;9;"GKi";0;19;NA;NA;NA;41;7949;2013-06-19 10:11:40
"7950";130033;31;9;"GKi";0;22;NA;NA;19,5;41;7950;2013-06-19 10:11:40
"7951";130033;32;9;"GKi";0;18;NA;NA;NA;41;7951;2013-06-19 10:11:40
"7952";130033;33;9;"GKi";0;19;NA;NA;NA;41;7952;2013-06-19 10:11:40
"7953";130033;34;9;"GKi";0;19;NA;NA;NA;41;7953;2013-06-19 10:11:40
"7954";130033;35;9;"GKi";0;20;NA;NA;NA;41;7954;2013-06-19 10:11:40
"7955";130037;1;9;"GKi";0;53;NA;NA;NA;123;7955;2013-06-19 10:11:40
"7956";130037;2;9;"RBu";0;18;NA;NA;19;123;7956;2013-06-19 10:11:40
"7957";130037;3;9;"RBu";0;34;NA;NA;NA;123;7957;2013-06-19 10:11:40
"7958";130037;4;9;"GKi";0;35;NA;NA;NA;123;7958;2013-06-19 10:11:40
"7959";130037;5;9;"GKi";0;44;NA;NA;33,5;123;7959;2013-06-19 10:11:40
"7960";130037;6;9;"RBu";0;14;NA;NA;NA;123;7960;2013-06-19 10:11:40
"7961";130037;7;9;"RBu";0;21;NA;NA;NA;123;7961;2013-06-19 10:11:40
"7962";130037;8;9;"GKi";0;42;NA;NA;33;123;7962;2013-06-19 10:11:40
"7963";130037;9;9;"RBu";0;20;NA;NA;NA;123;7963;2013-06-19 10:11:40
"7964";130037;10;9;"RBu";0;22;NA;NA;NA;123;7964;2013-06-19 10:11:40
"7965";130037;11;9;"RBu";0;18;NA;NA;NA;123;7965;2013-06-19 10:11:40
"7966";130037;12;9;"GKi";0;40;NA;NA;NA;123;7966;2013-06-19 10:11:40
"7967";130037;13;9;"RBu";0;10;NA;NA;NA;123;7967;2013-06-19 10:11:40
"7968";130037;14;9;"RBu";0;30;NA;NA;NA;123;7968;2013-06-19 10:11:40
"7969";130037;15;9;"RBu";0;18;NA;NA;24;123;7969;2013-06-19 10:11:40
"7970";130037;16;9;"RBu";0;19;NA;NA;NA;123;7970;2013-06-19 10:11:40
"7971";130037;17;9;"RBu";0;8;NA;NA;NA;123;7971;2013-06-19 10:11:40
"7972";130037;18;9;"RBu";0;11;NA;NA;NA;123;7972;2013-06-19 10:11:40
"7973";130037;19;9;"GKi";0;47;NA;NA;NA;123;7973;2013-06-19 10:11:40
"7974";130037;20;9;"RBu";0;10;NA;NA;NA;123;7974;2013-06-19 10:11:40
"7975";130037;21;9;"RBu";0;18;NA;NA;NA;123;7975;2013-06-19 10:11:40
"7976";130037;22;9;"RBu";0;16;NA;NA;NA;123;7976;2013-06-19 10:11:40
"7977";130037;23;9;"GKi";0;46;NA;NA;NA;123;7977;2013-06-19 10:11:40
"7978";130037;24;9;"RBu";0;24;NA;NA;NA;123;7978;2013-06-19 10:11:40
"7979";130037;25;9;"RBu";0;22;NA;NA;NA;123;7979;2013-06-19 10:11:40
"7980";130037;26;9;"RBu";0;19;NA;NA;NA;123;7980;2013-06-19 10:11:40
"7981";130037;27;9;"RBu";0;10;NA;NA;NA;123;7981;2013-06-19 10:11:40
"7982";130037;28;9;"GKi";0;42;NA;NA;NA;123;7982;2013-06-19 10:11:40
"7983";130037;29;9;"RBu";0;17;NA;NA;NA;123;7983;2013-06-19 10:11:40
"7984";130037;30;9;"GKi";0;41;NA;NA;NA;123;7984;2013-06-19 10:11:40
"7985";130037;31;9;"RBu";0;21;NA;NA;NA;123;7985;2013-06-19 10:11:40
"7986";130037;32;9;"RBu";0;22;NA;NA;NA;123;7986;2013-06-19 10:11:40
"7987";130037;33;9;"RBu";0;33;NA;NA;NA;123;7987;2013-06-19 10:11:40
"7988";130037;34;9;"RBu";0;8;NA;NA;NA;123;7988;2013-06-19 10:11:40
"7989";130037;35;9;"RBu";0;14;NA;NA;NA;123;7989;2013-06-19 10:11:40
"7990";130039;1;9;"GKi";0;14;NA;NA;NA;47;7990;2013-06-19 10:11:40
"7991";130039;2;9;"GKi";0;18;NA;NA;NA;47;7991;2013-06-19 10:11:40
"7992";130039;3;9;"GKi";0;15;NA;NA;NA;47;7992;2013-06-19 10:11:40
"7993";130039;4;9;"GKi";0;21;NA;NA;NA;47;7993;2013-06-19 10:11:40
"7994";130039;5;9;"GKi";0;19;NA;NA;NA;47;7994;2013-06-19 10:11:40
"7995";130039;6;9;"GKi";0;18;NA;NA;NA;47;7995;2013-06-19 10:11:40
"7996";130039;7;9;"GKi";0;17;NA;NA;17,5;47;7996;2013-06-19 10:11:40
"7997";130039;8;9;"GKi";0;21;NA;NA;NA;47;7997;2013-06-19 10:11:40
"7998";130039;9;9;"GKi";0;17;NA;NA;19,5;47;7998;2013-06-19 10:11:40
"7999";130039;10;9;"GKi";0;9;NA;NA;NA;47;7999;2013-06-19 10:11:40
"8000";130039;11;9;"GKi";0;13;NA;NA;NA;47;8000;2013-06-19 10:11:40
"8001";130039;12;9;"GKi";0;14;NA;NA;NA;47;8001;2013-06-19 10:11:40
"8002";130039;13;9;"GKi";0;27;NA;NA;NA;47;8002;2013-06-19 10:11:40
"8003";130039;14;9;"GKi";0;17;NA;NA;19,5;47;8003;2013-06-19 10:11:40
"8004";130039;15;9;"GKi";0;13;NA;NA;NA;47;8004;2013-06-19 10:11:40
"8005";130039;16;9;"GKi";0;17;NA;NA;NA;47;8005;2013-06-19 10:11:40
"8006";130039;17;9;"GKi";0;21;NA;NA;NA;47;8006;2013-06-19 10:11:40
"8007";130039;18;9;"GKi";0;22;NA;NA;NA;47;8007;2013-06-19 10:11:40
"8008";130039;19;9;"GKi";0;22;NA;NA;NA;47;8008;2013-06-19 10:11:40
"8009";130039;20;9;"GKi";0;10;NA;NA;NA;47;8009;2013-06-19 10:11:40
"8010";130039;21;9;"GKi";0;32;NA;NA;NA;47;8010;2013-06-19 10:11:40
"8011";130039;22;9;"GKi";0;12;NA;NA;NA;47;8011;2013-06-19 10:11:40
"8012";130039;23;9;"GKi";0;12;NA;NA;NA;47;8012;2013-06-19 10:11:40
"8013";130039;24;9;"GKi";0;12;NA;NA;NA;47;8013;2013-06-19 10:11:40
"8014";130039;25;9;"GKi";0;18;NA;NA;NA;47;8014;2013-06-19 10:11:40
"8015";130039;26;9;"GKi";0;10;NA;NA;NA;47;8015;2013-06-19 10:11:40
"8016";130039;27;9;"GKi";0;14;NA;NA;NA;47;8016;2013-06-19 10:11:40
"8017";130039;28;9;"GKi";0;26;NA;NA;NA;47;8017;2013-06-19 10:11:40
"8018";130039;29;9;"GKi";0;17;NA;NA;NA;47;8018;2013-06-19 10:11:40
"8019";130039;30;9;"GKi";0;28;NA;NA;NA;47;8019;2013-06-19 10:11:40
"8020";130039;31;9;"GKi";0;14;NA;NA;NA;47;8020;2013-06-19 10:11:40
"8021";130039;32;9;"GKi";0;11;NA;NA;NA;47;8021;2013-06-19 10:11:40
"8022";130039;33;9;"GKi";0;14;NA;NA;NA;47;8022;2013-06-19 10:11:40
"8023";130039;34;9;"GKi";0;11;NA;NA;NA;47;8023;2013-06-19 10:11:40
"8024";130039;35;9;"GKi";0;17;NA;NA;NA;47;8024;2013-06-19 10:11:40
"8025";130042;1;9;"GKi";0;33;NA;NA;NA;71;8025;2013-06-19 10:11:40
"8026";130042;2;9;"GKi";0;20;NA;NA;NA;71;8026;2013-06-19 10:11:40
"8027";130042;3;9;"GKi";0;26;NA;NA;NA;71;8027;2013-06-19 10:11:40
"8028";130042;4;9;"GKi";0;26;NA;NA;NA;71;8028;2013-06-19 10:11:40
"8029";130042;5;9;"GKi";0;21;NA;NA;NA;71;8029;2013-06-19 10:11:40
"8030";130042;6;9;"GKi";0;29;NA;NA;NA;71;8030;2013-06-19 10:11:40
"8031";130042;7;9;"GKi";0;32;NA;NA;NA;71;8031;2013-06-19 10:11:40
"8032";130042;8;9;"GKi";0;38;NA;NA;NA;71;8032;2013-06-19 10:11:40
"8033";130042;9;9;"GKi";0;30;NA;NA;NA;71;8033;2013-06-19 10:11:40
"8034";130042;10;9;"GKi";0;27;NA;NA;NA;71;8034;2013-06-19 10:11:40
"8035";130042;11;9;"GKi";0;24;NA;NA;NA;71;8035;2013-06-19 10:11:40
"8036";130042;12;9;"GKi";0;26;NA;NA;NA;71;8036;2013-06-19 10:11:40
"8037";130042;13;9;"GKi";0;25;NA;NA;21;71;8037;2013-06-19 10:11:40
"8038";130042;14;9;"GKi";0;25;NA;NA;NA;71;8038;2013-06-19 10:11:40
"8039";130042;15;9;"GKi";0;22;NA;NA;NA;71;8039;2013-06-19 10:11:40
"8040";130042;16;9;"GKi";0;26;NA;NA;22,5;71;8040;2013-06-19 10:11:40
"8041";130042;17;9;"GKi";0;25;NA;NA;NA;71;8041;2013-06-19 10:11:40
"8042";130042;18;9;"GKi";0;18;NA;NA;NA;71;8042;2013-06-19 10:11:40
"8043";130042;19;9;"GKi";0;22;NA;NA;NA;71;8043;2013-06-19 10:11:40
