bfhnr;bart;N-Gehalt [g/kg];Moor oder nicht;;;;;;;;
50004;Gewoehnliche Fichte;17,75;nicht Moor;;;;;;;;
50004;Gewoehnliche Fichte;18,4;nicht Moor;;;;;;;;
50008;Gewoehnliche Fichte;16,06666667;nicht Moor;;;;;;;;
50008;Gewoehnliche Fichte;15,5;nicht Moor;;;;;;;;
50008;Gewoehnliche Fichte;16,26666667;nicht Moor;;;;;;;;
50009;Gewoehnliche Fichte;17,06666667;nicht Moor;;;;;;;;
50009;Gewoehnliche Fichte;15,05;nicht Moor;;;;;;;;
50009;Gewoehnliche Fichte;14,06666667;nicht Moor;;;;;;;;
50010;Gewoehnliche Fichte;16,53333333;nicht Moor;;;;;;;;
50010;Gewoehnliche Fichte;16;nicht Moor;;;;;;;;
50010;Gewoehnliche Fichte;14,56666667;nicht Moor;;;;;;;;
50015;Gewoehnliche Fichte;16,3;nicht Moor;;;;;;;;
50015;Gewoehnliche Fichte;14,8;nicht Moor;;;;;;;;
50015;Gewoehnliche Fichte;14,53333333;nicht Moor;;;;;;;;
50019;Gewoehnliche Fichte;18,13333333;nicht Moor;;;;;;;;
50019;Gewoehnliche Fichte;17,8;nicht Moor;;;;;;;;
50019;Gewoehnliche Fichte;16,83333333;nicht Moor;;;;;;;;
50020;Gewoehnliche Kiefer;18,2;nicht Moor;;;;;;;;
50020;Gewoehnliche Kiefer;20,63333333;nicht Moor;;;;;;;;
50021;Gewoehnliche Kiefer;16,95;nicht Moor;;;;;;;;
50021;Gewoehnliche Kiefer;17,46666667;nicht Moor;;;;;;;;
50021;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
50022;Gewoehnliche Kiefer;23,56666667;nicht Moor;;;;;;;;
50022;Gewoehnliche Kiefer;27,2;nicht Moor;;;;;;;;
50027;Gewoehnliche Kiefer;22,13333333;nicht Moor;;;;;;;;
50027;Gewoehnliche Kiefer;22,4;nicht Moor;;;;;;;;
50032;Gewoehnliche Fichte;15,56666667;nicht Moor;;;;;;;;
50032;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
50032;Gewoehnliche Fichte;14,8;nicht Moor;;;;;;;;
50035;Gewoehnliche Kiefer;20,1;nicht Moor;;;;;;;;
50035;Gewoehnliche Kiefer;19,76666667;nicht Moor;;;;;;;;
50036;Gewoehnliche Kiefer;24;nicht Moor;;;;;;;;
50036;Gewoehnliche Kiefer;25,26666667;nicht Moor;;;;;;;;
50042;Gewoehnliche Fichte;18,6;nicht Moor;;;;;;;;
50042;Gewoehnliche Fichte;16,7;nicht Moor;;;;;;;;
50042;Gewoehnliche Fichte;14,66666667;nicht Moor;;;;;;;;
50047;Gewoehnliche Fichte;16,66666667;nicht Moor;;;;;;;;
50047;Gewoehnliche Fichte;15,63333333;nicht Moor;;;;;;;;
50047;Gewoehnliche Fichte;15,3;nicht Moor;;;;;;;;
50048;Gewoehnliche Fichte;16,76666667;nicht Moor;;;;;;;;
50048;Gewoehnliche Fichte;15,95;nicht Moor;;;;;;;;
50048;Gewoehnliche Fichte;14,35;nicht Moor;;;;;;;;
50049;Gewoehnliche Fichte;19,26666667;nicht Moor;;;;;;;;
50049;Gewoehnliche Fichte;18,9;nicht Moor;;;;;;;;
50049;Gewoehnliche Fichte;18,1;nicht Moor;;;;;;;;
50050;Gewoehnliche Fichte;18,2;nicht Moor;;;;;;;;
50050;Gewoehnliche Fichte;16,6;nicht Moor;;;;;;;;
50050;Gewoehnliche Fichte;15;nicht Moor;;;;;;;;
50061;Gewoehnliche Fichte;17,3;nicht Moor;;;;;;;;
50061;Gewoehnliche Fichte;19,7;nicht Moor;;;;;;;;
50061;Gewoehnliche Fichte;16,26666667;nicht Moor;;;;;;;;
50070;Gewoehnliche Fichte;19,73333333;nicht Moor;;;;;;;;
50070;Gewoehnliche Fichte;NULL;nicht Moor;;;;;;;;
50070;Gewoehnliche Fichte;15,53333333;nicht Moor;;;;;;;;
50072;Gewoehnliche Fichte;17,36666667;nicht Moor;;;;;;;;
50072;Gewoehnliche Fichte;15,75;nicht Moor;;;;;;;;
50072;Gewoehnliche Fichte;14,5;nicht Moor;;;;;;;;
50073;Gewoehnliche Fichte;17,1;nicht Moor;;;;;;;;
50073;Gewoehnliche Fichte;14,2;nicht Moor;;;;;;;;
50073;Gewoehnliche Fichte;14,9;nicht Moor;;;;;;;;
50074;Gewoehnliche Fichte;17,7;nicht Moor;;;;;;;;
50074;Gewoehnliche Fichte;15,4;nicht Moor;;;;;;;;
50074;Gewoehnliche Fichte;14,96666667;nicht Moor;;;;;;;;
50076;Gewoehnliche Fichte;18,4;nicht Moor;;;;;;;;
50076;Gewoehnliche Fichte;16,33333333;nicht Moor;;;;;;;;
50076;Gewoehnliche Fichte;16,03333333;nicht Moor;;;;;;;;
50079;Gewoehnliche Fichte;17,96666667;nicht Moor;;;;;;;;
50079;Gewoehnliche Fichte;16,16666667;nicht Moor;;;;;;;;
50079;Gewoehnliche Fichte;15,6;nicht Moor;;;;;;;;
50080;Gewoehnliche Fichte;14,66666667;nicht Moor;;;;;;;;
50080;Gewoehnliche Fichte;13,5;nicht Moor;;;;;;;;
50080;Gewoehnliche Fichte;13,63333333;nicht Moor;;;;;;;;
50081;Gewoehnliche Fichte;17,36666667;nicht Moor;;;;;;;;
50081;Gewoehnliche Fichte;15,4;nicht Moor;;;;;;;;
50081;Gewoehnliche Fichte;14,1;nicht Moor;;;;;;;;
50082;Gewoehnliche Fichte;17,4;nicht Moor;;;;;;;;
50082;Gewoehnliche Fichte;15,26666667;nicht Moor;;;;;;;;
50082;Gewoehnliche Fichte;14,93333333;nicht Moor;;;;;;;;
50083;Gewoehnliche Fichte;16,1;nicht Moor;;;;;;;;
50083;Gewoehnliche Fichte;16,16666667;nicht Moor;;;;;;;;
50083;Gewoehnliche Fichte;15,1;nicht Moor;;;;;;;;
50085;Gewoehnliche Fichte;16;nicht Moor;;;;;;;;
50085;Gewoehnliche Fichte;14,23333333;nicht Moor;;;;;;;;
50085;Gewoehnliche Fichte;14,6;nicht Moor;;;;;;;;
50088;Gewoehnliche Fichte;16,26666667;nicht Moor;;;;;;;;
50088;Gewoehnliche Fichte;16,2;nicht Moor;;;;;;;;
50088;Gewoehnliche Fichte;14,2;nicht Moor;;;;;;;;
50090;Gewoehnliche Fichte;18,93333333;nicht Moor;;;;;;;;
50090;Gewoehnliche Fichte;NULL;nicht Moor;;;;;;;;
50090;Gewoehnliche Fichte;19,06666667;nicht Moor;;;;;;;;
50091;Gewoehnliche Fichte;17,86666667;nicht Moor;;;;;;;;
50091;Gewoehnliche Fichte;19,05;nicht Moor;;;;;;;;
50091;Gewoehnliche Fichte;19,1;nicht Moor;;;;;;;;
50092;Gewoehnliche Fichte;17,5;nicht Moor;;;;;;;;
50092;Gewoehnliche Fichte;15;nicht Moor;;;;;;;;
50092;Gewoehnliche Fichte;14,63333333;nicht Moor;;;;;;;;
50094;Gewoehnliche Fichte;19,2;nicht Moor;;;;;;;;
50094;Gewoehnliche Fichte;17,66666667;nicht Moor;;;;;;;;
50094;Gewoehnliche Fichte;20;nicht Moor;;;;;;;;
50096;Gewoehnliche Fichte;15,53333333;nicht Moor;;;;;;;;
50096;Gewoehnliche Fichte;15,4;nicht Moor;;;;;;;;
50096;Gewoehnliche Fichte;14,1;nicht Moor;;;;;;;;
50097;Gewoehnliche Fichte;16,3;nicht Moor;;;;;;;;
50097;Gewoehnliche Fichte;13,36666667;nicht Moor;;;;;;;;
50097;Gewoehnliche Fichte;12,66666667;nicht Moor;;;;;;;;
50098;Gewoehnliche Fichte;16,3;nicht Moor;;;;;;;;
50098;Gewoehnliche Fichte;14,83333333;nicht Moor;;;;;;;;
50098;Gewoehnliche Fichte;14,23333333;nicht Moor;;;;;;;;
50100;Gewoehnliche Fichte;18,03333333;nicht Moor;;;;;;;;
50100;Gewoehnliche Fichte;18,66666667;nicht Moor;;;;;;;;
50100;Gewoehnliche Fichte;19,63333333;nicht Moor;;;;;;;;
50101;Gewoehnliche Fichte;18,56666667;nicht Moor;;;;;;;;
50101;Gewoehnliche Fichte;17,4;nicht Moor;;;;;;;;
50101;Gewoehnliche Fichte;16,4;nicht Moor;;;;;;;;
50103;Gewoehnliche Fichte;18,03333333;nicht Moor;;;;;;;;
50103;Gewoehnliche Fichte;NULL;nicht Moor;;;;;;;;
50103;Gewoehnliche Fichte;15,2;nicht Moor;;;;;;;;
50107;Gewoehnliche Fichte;16,7;nicht Moor;;;;;;;;
50107;Gewoehnliche Fichte;13,73333333;nicht Moor;;;;;;;;
50107;Gewoehnliche Fichte;14,06666667;nicht Moor;;;;;;;;
50109;Gewoehnliche Fichte;22,16666667;nicht Moor;;;;;;;;
50109;Gewoehnliche Fichte;18,4;nicht Moor;;;;;;;;
50109;Gewoehnliche Fichte;17,9;nicht Moor;;;;;;;;
50110;Gewoehnliche Fichte;16,1;nicht Moor;;;;;;;;
50110;Gewoehnliche Fichte;13,75;nicht Moor;;;;;;;;
50110;Gewoehnliche Fichte;12,76666667;nicht Moor;;;;;;;;
50112;Gewoehnliche Fichte;16,76666667;nicht Moor;;;;;;;;
50112;Gewoehnliche Fichte;15,2;nicht Moor;;;;;;;;
50112;Gewoehnliche Fichte;15,46666667;nicht Moor;;;;;;;;
50120;Gewoehnliche Fichte;16,16666667;nicht Moor;;;;;;;;
50120;Gewoehnliche Fichte;13,5;nicht Moor;;;;;;;;
50120;Gewoehnliche Fichte;13,96666667;nicht Moor;;;;;;;;
50122;Gewoehnliche Fichte;18;nicht Moor;;;;;;;;
50122;Gewoehnliche Fichte;15,95;nicht Moor;;;;;;;;
50122;Gewoehnliche Fichte;13,33333333;nicht Moor;;;;;;;;
50123;Gewoehnliche Kiefer;22,7;nicht Moor;;;;;;;;
50123;Gewoehnliche Kiefer;21,9;nicht Moor;;;;;;;;
50124;Gewoehnliche Kiefer;22,2;nicht Moor;;;;;;;;
50124;Gewoehnliche Kiefer;21,86666667;nicht Moor;;;;;;;;
50125;Gewoehnliche Kiefer;19,66666667;nicht Moor;;;;;;;;
50125;Gewoehnliche Kiefer;20,6;nicht Moor;;;;;;;;
50128;Gewoehnliche Fichte;17,93333333;nicht Moor;;;;;;;;
50128;Gewoehnliche Fichte;NULL;nicht Moor;;;;;;;;
50128;Gewoehnliche Fichte;13,26666667;nicht Moor;;;;;;;;
50129;Gewoehnliche Fichte;16,93333333;nicht Moor;;;;;;;;
50129;Gewoehnliche Fichte;15,73333333;nicht Moor;;;;;;;;
50129;Gewoehnliche Fichte;15,2;nicht Moor;;;;;;;;
50134;Gewoehnliche Fichte;19,4;nicht Moor;;;;;;;;
50134;Gewoehnliche Fichte;20,6;nicht Moor;;;;;;;;
50134;Gewoehnliche Fichte;19,4;nicht Moor;;;;;;;;
50135;Gewoehnliche Fichte;18,5;nicht Moor;;;;;;;;
50135;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
50135;Gewoehnliche Fichte;13,8;nicht Moor;;;;;;;;
50144;Gewoehnliche Fichte;17,96666667;nicht Moor;;;;;;;;
50144;Gewoehnliche Fichte;16,3;nicht Moor;;;;;;;;
50144;Gewoehnliche Fichte;12,9;nicht Moor;;;;;;;;
50145;Gewoehnliche Fichte;19,16666667;nicht Moor;;;;;;;;
50145;Gewoehnliche Fichte;NULL;nicht Moor;;;;;;;;
50145;Gewoehnliche Fichte;14,33333333;nicht Moor;;;;;;;;
50146;Gewoehnliche Kiefer;22,63333333;nicht Moor;;;;;;;;
50146;Gewoehnliche Kiefer;24,06666667;nicht Moor;;;;;;;;
60001;Gewoehnliche Fichte;15,88;nicht Moor;;;;;;;;
60001;Gewoehnliche Fichte;15,31;nicht Moor;;;;;;;;
60001;Gewoehnliche Fichte;15,15;nicht Moor;;;;;;;;
60001;Gewoehnliche Kiefer;16,78;nicht Moor;;;;;;;;
60001;Gewoehnliche Kiefer;19,71;nicht Moor;;;;;;;;
60003;Gewoehnliche Fichte;17,13;nicht Moor;;;;;;;;
60003;Gewoehnliche Fichte;16,52;nicht Moor;;;;;;;;
60003;Gewoehnliche Fichte;15,9;nicht Moor;;;;;;;;
60003;Gewoehnliche Kiefer;18,98;nicht Moor;;;;;;;;
60003;Gewoehnliche Kiefer;20,25;nicht Moor;;;;;;;;
60004;Gewoehnliche Fichte;17,74;nicht Moor;;;;;;;;
60004;Gewoehnliche Fichte;17,7;nicht Moor;;;;;;;;
60004;Gewoehnliche Fichte;16,8;nicht Moor;;;;;;;;
60004;Gewoehnliche Kiefer;18,61;nicht Moor;;;;;;;;
60004;Gewoehnliche Kiefer;20,46;nicht Moor;;;;;;;;
60006;Gewoehnliche Fichte;12,8;nicht Moor;;;;;;;;
60006;Gewoehnliche Fichte;11,78;nicht Moor;;;;;;;;
60006;Gewoehnliche Fichte;11,39;nicht Moor;;;;;;;;
60008;Gewoehnliche Fichte;18,82;nicht Moor;;;;;;;;
60008;Gewoehnliche Fichte;16,27;nicht Moor;;;;;;;;
60008;Gewoehnliche Fichte;16,14;nicht Moor;;;;;;;;
60009;Gewoehnliche Fichte;17,29;nicht Moor;;;;;;;;
60009;Gewoehnliche Fichte;16,45;nicht Moor;;;;;;;;
60009;Gewoehnliche Fichte;16,69;nicht Moor;;;;;;;;
60009;Gewoehnliche Kiefer;17,57;nicht Moor;;;;;;;;
60009;Gewoehnliche Kiefer;17,38;nicht Moor;;;;;;;;
60011;Gewoehnliche Fichte;19,87;nicht Moor;;;;;;;;
60011;Gewoehnliche Fichte;17,49;nicht Moor;;;;;;;;
60011;Gewoehnliche Fichte;15,61;nicht Moor;;;;;;;;
60012;Gewoehnliche Fichte;17,45;nicht Moor;;;;;;;;
60012;Gewoehnliche Fichte;16,26;nicht Moor;;;;;;;;
60012;Gewoehnliche Fichte;14,38;nicht Moor;;;;;;;;
60013;Gewoehnliche Fichte;16,47;nicht Moor;;;;;;;;
60013;Gewoehnliche Fichte;16,28;nicht Moor;;;;;;;;
60013;Gewoehnliche Fichte;16,1;nicht Moor;;;;;;;;
60013;Gewoehnliche Kiefer;17,91;nicht Moor;;;;;;;;
60013;Gewoehnliche Kiefer;20,48;nicht Moor;;;;;;;;
60014;Gewoehnliche Kiefer;16;nicht Moor;;;;;;;;
60014;Gewoehnliche Kiefer;15,63;nicht Moor;;;;;;;;
60016;Gewoehnliche Fichte;17,08;nicht Moor;;;;;;;;
60016;Gewoehnliche Fichte;14,37;nicht Moor;;;;;;;;
60016;Gewoehnliche Fichte;13,06;nicht Moor;;;;;;;;
60017;Gewoehnliche Fichte;17,56;nicht Moor;;;;;;;;
60017;Gewoehnliche Fichte;18,77;nicht Moor;;;;;;;;
60017;Gewoehnliche Fichte;20,01;nicht Moor;;;;;;;;
60018;Gewoehnliche Kiefer;17,54;nicht Moor;;;;;;;;
60018;Gewoehnliche Kiefer;17,36;nicht Moor;;;;;;;;
60019;Gewoehnliche Kiefer;17,02;nicht Moor;;;;;;;;
60019;Gewoehnliche Kiefer;15,95;nicht Moor;;;;;;;;
60021;Gewoehnliche Fichte;15,09;nicht Moor;;;;;;;;
60021;Gewoehnliche Fichte;14,91;nicht Moor;;;;;;;;
60021;Gewoehnliche Fichte;12,55;nicht Moor;;;;;;;;
60024;Gewoehnliche Kiefer;20,41;nicht Moor;;;;;;;;
60024;Gewoehnliche Kiefer;19,44;nicht Moor;;;;;;;;
60025;Gewoehnliche Fichte;18,09;nicht Moor;;;;;;;;
60025;Gewoehnliche Fichte;15,12;nicht Moor;;;;;;;;
60025;Gewoehnliche Fichte;15,55;nicht Moor;;;;;;;;
60026;Gewoehnliche Kiefer;18,35;nicht Moor;;;;;;;;
60026;Gewoehnliche Kiefer;19,53;nicht Moor;;;;;;;;
60028;Gewoehnliche Fichte;17,01;nicht Moor;;;;;;;;
60028;Gewoehnliche Fichte;16,56;nicht Moor;;;;;;;;
60028;Gewoehnliche Fichte;14,5;nicht Moor;;;;;;;;
60029;Gewoehnliche Fichte;14,9;nicht Moor;;;;;;;;
60029;Gewoehnliche Fichte;13,47;nicht Moor;;;;;;;;
60029;Gewoehnliche Fichte;13,48;nicht Moor;;;;;;;;
60030;Gewoehnliche Kiefer;17,22;nicht Moor;;;;;;;;
60030;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
60031;Gewoehnliche Fichte;16,82;nicht Moor;;;;;;;;
60031;Gewoehnliche Fichte;14,47;nicht Moor;;;;;;;;
60031;Gewoehnliche Fichte;13,64;nicht Moor;;;;;;;;
60032;Gewoehnliche Fichte;14,51;nicht Moor;;;;;;;;
60032;Gewoehnliche Fichte;14,36;nicht Moor;;;;;;;;
60032;Gewoehnliche Fichte;12,36;nicht Moor;;;;;;;;
60033;Gewoehnliche Kiefer;16,8;nicht Moor;;;;;;;;
60033;Gewoehnliche Kiefer;18,56;nicht Moor;;;;;;;;
60034;Gewoehnliche Kiefer;15,13;nicht Moor;;;;;;;;
60034;Gewoehnliche Kiefer;16,16;nicht Moor;;;;;;;;
60036;Gewoehnliche Fichte;18,29;nicht Moor;;;;;;;;
60036;Gewoehnliche Fichte;16,68;nicht Moor;;;;;;;;
60036;Gewoehnliche Fichte;15,48;nicht Moor;;;;;;;;
60037;Gewoehnliche Fichte;15,13;nicht Moor;;;;;;;;
60037;Gewoehnliche Fichte;15,11;nicht Moor;;;;;;;;
60037;Gewoehnliche Fichte;15,47;nicht Moor;;;;;;;;
60037;Gewoehnliche Kiefer;16,04;nicht Moor;;;;;;;;
60037;Gewoehnliche Kiefer;15,42;nicht Moor;;;;;;;;
60038;Gewoehnliche Fichte;18,83;nicht Moor;;;;;;;;
60038;Gewoehnliche Fichte;17,49;nicht Moor;;;;;;;;
60038;Gewoehnliche Fichte;16,51;nicht Moor;;;;;;;;
60039;Gewoehnliche Fichte;18,05;nicht Moor;;;;;;;;
60039;Gewoehnliche Fichte;16,17;nicht Moor;;;;;;;;
60039;Gewoehnliche Fichte;14,42;nicht Moor;;;;;;;;
60040;Gewoehnliche Fichte;17,9;nicht Moor;;;;;;;;
60040;Gewoehnliche Fichte;16,54;nicht Moor;;;;;;;;
60040;Gewoehnliche Fichte;14,58;nicht Moor;;;;;;;;
60041;Gewoehnliche Kiefer;19,18;nicht Moor;;;;;;;;
60041;Gewoehnliche Kiefer;18,01;nicht Moor;;;;;;;;
60042;Gewoehnliche Kiefer;16,36;nicht Moor;;;;;;;;
60042;Gewoehnliche Kiefer;14,75;nicht Moor;;;;;;;;
60043;Gewoehnliche Kiefer;18,54;nicht Moor;;;;;;;;
60043;Gewoehnliche Kiefer;16,87;nicht Moor;;;;;;;;
60044;Gewoehnliche Kiefer;20,91;nicht Moor;;;;;;;;
60044;Gewoehnliche Kiefer;22,74;nicht Moor;;;;;;;;
60047;Gewoehnliche Kiefer;18,35;nicht Moor;;;;;;;;
60047;Gewoehnliche Kiefer;17,59;nicht Moor;;;;;;;;
60048;Gewoehnliche Kiefer;20,74;nicht Moor;;;;;;;;
60048;Gewoehnliche Kiefer;19;nicht Moor;;;;;;;;
60049;Gewoehnliche Kiefer;19,71;nicht Moor;;;;;;;;
60049;Gewoehnliche Kiefer;19,88;nicht Moor;;;;;;;;
60050;Gewoehnliche Fichte;18,9;nicht Moor;;;;;;;;
60050;Gewoehnliche Fichte;16,06;nicht Moor;;;;;;;;
60050;Gewoehnliche Fichte;14,31;nicht Moor;;;;;;;;
60050;Gewoehnliche Kiefer;19,78;nicht Moor;;;;;;;;
60050;Gewoehnliche Kiefer;18,02;nicht Moor;;;;;;;;
60051;Gewoehnliche Kiefer;18,64;nicht Moor;;;;;;;;
60051;Gewoehnliche Kiefer;17,96;nicht Moor;;;;;;;;
60052;Gewoehnliche Kiefer;17,85;nicht Moor;;;;;;;;
60052;Gewoehnliche Kiefer;18,15;nicht Moor;;;;;;;;
60054;Gewoehnliche Fichte;17,55;nicht Moor;;;;;;;;
60054;Gewoehnliche Fichte;18,04;nicht Moor;;;;;;;;
60054;Gewoehnliche Fichte;16,73;nicht Moor;;;;;;;;
60055;Gewoehnliche Kiefer;17,84;nicht Moor;;;;;;;;
60055;Gewoehnliche Kiefer;20,23;nicht Moor;;;;;;;;
60058;Gewoehnliche Kiefer;19,35;nicht Moor;;;;;;;;
60058;Gewoehnliche Kiefer;21,85;nicht Moor;;;;;;;;
60059;Gewoehnliche Fichte;17,11;nicht Moor;;;;;;;;
60059;Gewoehnliche Fichte;16,49;nicht Moor;;;;;;;;
60059;Gewoehnliche Fichte;14,78;nicht Moor;;;;;;;;
60059;Gewoehnliche Kiefer;17,78;nicht Moor;;;;;;;;
60059;Gewoehnliche Kiefer;19,03;nicht Moor;;;;;;;;
60060;Gewoehnliche Fichte;16,27;nicht Moor;;;;;;;;
60060;Gewoehnliche Fichte;13,25;nicht Moor;;;;;;;;
60060;Gewoehnliche Fichte;12,59;nicht Moor;;;;;;;;
60061;Gewoehnliche Fichte;16,22;nicht Moor;;;;;;;;
60061;Gewoehnliche Fichte;14,71;nicht Moor;;;;;;;;
60061;Gewoehnliche Fichte;12,98;nicht Moor;;;;;;;;
60062;Gewoehnliche Fichte;15,95;nicht Moor;;;;;;;;
60062;Gewoehnliche Fichte;13,43;nicht Moor;;;;;;;;
60062;Gewoehnliche Fichte;11,93;nicht Moor;;;;;;;;
60063;Gewoehnliche Fichte;16,27;nicht Moor;;;;;;;;
60063;Gewoehnliche Fichte;13,38;nicht Moor;;;;;;;;
60063;Gewoehnliche Fichte;12,32;nicht Moor;;;;;;;;
60064;Gewoehnliche Fichte;18,79;nicht Moor;;;;;;;;
60064;Gewoehnliche Fichte;16,84;nicht Moor;;;;;;;;
60064;Gewoehnliche Fichte;14,94;nicht Moor;;;;;;;;
60065;Gewoehnliche Fichte;16,41;nicht Moor;;;;;;;;
60065;Gewoehnliche Fichte;16,51;nicht Moor;;;;;;;;
60065;Gewoehnliche Fichte;14,38;nicht Moor;;;;;;;;
60066;Gewoehnliche Fichte;16,06;nicht Moor;;;;;;;;
60066;Gewoehnliche Fichte;15,13;nicht Moor;;;;;;;;
60066;Gewoehnliche Fichte;13,51;nicht Moor;;;;;;;;
60067;Gewoehnliche Fichte;16,62;nicht Moor;;;;;;;;
60067;Gewoehnliche Fichte;15,46;nicht Moor;;;;;;;;
60067;Gewoehnliche Fichte;15,16;nicht Moor;;;;;;;;
60068;Gewoehnliche Fichte;14,35;nicht Moor;;;;;;;;
60068;Gewoehnliche Fichte;14,38;nicht Moor;;;;;;;;
60068;Gewoehnliche Fichte;12,67;nicht Moor;;;;;;;;
60068;Gewoehnliche Kiefer;17,23;nicht Moor;;;;;;;;
60068;Gewoehnliche Kiefer;20,13;nicht Moor;;;;;;;;
60071;Gewoehnliche Kiefer;15,56;nicht Moor;;;;;;;;
60071;Gewoehnliche Kiefer;15,66;nicht Moor;;;;;;;;
60073;Gewoehnliche Fichte;17,01;nicht Moor;;;;;;;;
60073;Gewoehnliche Fichte;14,95;nicht Moor;;;;;;;;
60073;Gewoehnliche Fichte;12,54;nicht Moor;;;;;;;;
60075;Gewoehnliche Kiefer;17,9;nicht Moor;;;;;;;;
60075;Gewoehnliche Kiefer;15,84;nicht Moor;;;;;;;;
60076;Gewoehnliche Fichte;16,51;nicht Moor;;;;;;;;
60076;Gewoehnliche Fichte;15,2;nicht Moor;;;;;;;;
60076;Gewoehnliche Fichte;13,47;nicht Moor;;;;;;;;
60077;Gewoehnliche Kiefer;15,7;nicht Moor;;;;;;;;
60077;Gewoehnliche Kiefer;16,42;nicht Moor;;;;;;;;
60078;Gewoehnliche Fichte;16,72;nicht Moor;;;;;;;;
60078;Gewoehnliche Fichte;13,95;nicht Moor;;;;;;;;
60078;Gewoehnliche Fichte;13,83;nicht Moor;;;;;;;;
60079;Gewoehnliche Fichte;16,99;nicht Moor;;;;;;;;
60079;Gewoehnliche Fichte;15,5;nicht Moor;;;;;;;;
60079;Gewoehnliche Fichte;14,02;nicht Moor;;;;;;;;
60080;Gewoehnliche Fichte;16,22;nicht Moor;;;;;;;;
60080;Gewoehnliche Fichte;14,96;nicht Moor;;;;;;;;
60080;Gewoehnliche Fichte;13,4;nicht Moor;;;;;;;;
60081;Gewoehnliche Kiefer;16,54;nicht Moor;;;;;;;;
60081;Gewoehnliche Kiefer;17,31;nicht Moor;;;;;;;;
60085;Gewoehnliche Kiefer;16,93;nicht Moor;;;;;;;;
60085;Gewoehnliche Kiefer;17,91;nicht Moor;;;;;;;;
60086;Gewoehnliche Fichte;14,98;nicht Moor;;;;;;;;
60086;Gewoehnliche Fichte;14,12;nicht Moor;;;;;;;;
60086;Gewoehnliche Fichte;13,71;nicht Moor;;;;;;;;
60086;Gewoehnliche Kiefer;16,99;nicht Moor;;;;;;;;
60086;Gewoehnliche Kiefer;19,8;nicht Moor;;;;;;;;
60087;Gewoehnliche Fichte;15,57;nicht Moor;;;;;;;;
60087;Gewoehnliche Fichte;13,14;nicht Moor;;;;;;;;
60087;Gewoehnliche Fichte;11,97;nicht Moor;;;;;;;;
60087;Gewoehnliche Kiefer;15,49;nicht Moor;;;;;;;;
60087;Gewoehnliche Kiefer;15,62;nicht Moor;;;;;;;;
60088;Gewoehnliche Fichte;13,67;nicht Moor;;;;;;;;
60088;Gewoehnliche Fichte;13,19;nicht Moor;;;;;;;;
60088;Gewoehnliche Fichte;12,94;nicht Moor;;;;;;;;
60088;Gewoehnliche Kiefer;18,05;nicht Moor;;;;;;;;
60088;Gewoehnliche Kiefer;17,62;nicht Moor;;;;;;;;
60090;Gewoehnliche Fichte;16,75;nicht Moor;;;;;;;;
60090;Gewoehnliche Fichte;19,47;nicht Moor;;;;;;;;
60090;Gewoehnliche Fichte;18,59;nicht Moor;;;;;;;;
60093;Gewoehnliche Fichte;17,52;nicht Moor;;;;;;;;
60093;Gewoehnliche Fichte;16,94;nicht Moor;;;;;;;;
60093;Gewoehnliche Fichte;18,56;nicht Moor;;;;;;;;
60097;Gewoehnliche Fichte;14,91;nicht Moor;;;;;;;;
60097;Gewoehnliche Fichte;13,68;nicht Moor;;;;;;;;
60097;Gewoehnliche Fichte;13,74;nicht Moor;;;;;;;;
60098;Gewoehnliche Fichte;14,68;nicht Moor;;;;;;;;
60098;Gewoehnliche Fichte;15,31;nicht Moor;;;;;;;;
60098;Gewoehnliche Fichte;14,17;nicht Moor;;;;;;;;
60100;Gewoehnliche Fichte;16,47;nicht Moor;;;;;;;;
60100;Gewoehnliche Fichte;16,07;nicht Moor;;;;;;;;
60100;Gewoehnliche Fichte;15;nicht Moor;;;;;;;;
60101;Gewoehnliche Fichte;16,14;nicht Moor;;;;;;;;
60101;Gewoehnliche Fichte;13,24;nicht Moor;;;;;;;;
60101;Gewoehnliche Fichte;13,64;nicht Moor;;;;;;;;
60102;Gewoehnliche Fichte;17,4;nicht Moor;;;;;;;;
60102;Gewoehnliche Fichte;16,75;nicht Moor;;;;;;;;
60102;Gewoehnliche Fichte;16,1;nicht Moor;;;;;;;;
60102;Gewoehnliche Kiefer;15,02;nicht Moor;;;;;;;;
60102;Gewoehnliche Kiefer;18,13;nicht Moor;;;;;;;;
60103;Gewoehnliche Kiefer;17,26;nicht Moor;;;;;;;;
60103;Gewoehnliche Kiefer;18,96;nicht Moor;;;;;;;;
60104;Gewoehnliche Kiefer;19,75;nicht Moor;;;;;;;;
60104;Gewoehnliche Kiefer;19,56;nicht Moor;;;;;;;;
60105;Gewoehnliche Fichte;16,18;nicht Moor;;;;;;;;
60105;Gewoehnliche Fichte;17,71;nicht Moor;;;;;;;;
60105;Gewoehnliche Fichte;13,95;nicht Moor;;;;;;;;
60106;Gewoehnliche Fichte;17,09;nicht Moor;;;;;;;;
60106;Gewoehnliche Fichte;15,59;nicht Moor;;;;;;;;
60106;Gewoehnliche Fichte;13,48;nicht Moor;;;;;;;;
